school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (BOYS & GIRLS)
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),NCC (LAND) - BOYS & GIRLS
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,na
BEDOK VIEW SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,INFOCOMM CLUB
BENDEMEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAK TAKRAW,na
BENDEMEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
BENDEMEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
BENDEMEER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SEPAK TAKRAW,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,SINGAPORE RED CROSS YOUTH
BENDEMEER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
BENDEMEER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - TAMIL,na
BENDEMEER SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
BLANGAH RISE PRIMARY SCHOOL,,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,
BLANGAH RISE PRIMARY SCHOOL,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
BLANGAH RISE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
BLANGAH RISE PRIMARY SCHOOL,,UNIFORMED GROUPS,GIRLS' BRIGADE,
BLANGAH RISE PRIMARY SCHOOL,,UNIFORMED GROUPS,SCOUTS,
BOON LAY GARDEN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MALAY,
BOON LAY GARDEN PRIMARY SCHOOL,,CLUBS AND SOCIETIES,COMMUNITY SERVICE CLUB,
BOON LAY GARDEN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,
BOON LAY GARDEN PRIMARY SCHOOL,,CLUBS AND SOCIETIES,CHESS CLUB - INTERNATIONAL,
BOON LAY GARDEN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
BOON LAY GARDEN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,
BOON LAY GARDEN PRIMARY SCHOOL,,PHYSICAL SPORTS,TABLE TENNIS,
BOON LAY SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - BRASS,
BOON LAY SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,
BOON LAY SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,
BOON LAY SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
BOON LAY SECONDARY SCHOOL,,PHYSICAL SPORTS,SAILING,
BOON LAY SECONDARY SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
BOWEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
BOWEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BOWEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
BOWEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BOWEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
BOWEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
BOWEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
BOWEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BOWEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BOWEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
BOWEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
BOWEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,BOWEN ARTISTS
BOWEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY,na
BOWEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,AIMS CLUB
BROADRICK SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,
BROADRICK SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,NCC (LAND),
BROADRICK SECONDARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
BROADRICK SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MALAY,
BROADRICK SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
BROADRICK SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,GIRLS' BRIGADE,
BUKIT BATOK SECONDARY SCHOOL,,CLUBS AND SOCIETIES,CHINESE CALLIGRAPHY SOCIETY,
BUKIT BATOK SECONDARY SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
BUKIT BATOK SECONDARY SCHOOL,,PHYSICAL SPORTS,CRICKET,
BUKIT BATOK SECONDARY SCHOOL,,CLUBS AND SOCIETIES,ASTRONOMY CLUB,
BUKIT BATOK SECONDARY SCHOOL,,UNIFORMED GROUPS,FLOORBALL,
BUKIT BATOK SECONDARY SCHOOL,,CLUBS AND SOCIETIES,LIBRARY,
BUKIT MERAH SECONDARY SCHOOL,,UNIFORMED GROUPS,NPCC,
BUKIT MERAH SECONDARY SCHOOL,,CLUBS AND SOCIETIES,ASTRONOMY CLUB,
BUKIT MERAH SECONDARY SCHOOL,,PHYSICAL SPORTS,RUGBY,
BUKIT MERAH SECONDARY SCHOOL,,CLUBS AND SOCIETIES,CALLIGRAPHY CLUB,
BUKIT MERAH SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MALAY,
BUKIT MERAH SECONDARY SCHOOL,,PHYSICAL SPORTS,VOLLEYBALL,
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FENCING,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,BP Com Link
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MALAY CULTURAL SOCIETY,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,na
BUKIT PANJANG PRIMARY SCHOOL,,UNIFORMED GROUPS,SCOUTS,
BUKIT PANJANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MODERN,
BUKIT PANJANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
BUKIT PANJANG PRIMARY SCHOOL,,CLUBS AND SOCIETIES,CHRISTIAN FELLOWSHIP,
BUKIT PANJANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
BUKIT TIMAH PRIMARY SCHOOL,,PHYSICAL SPORTS,RUGBY,
BUKIT TIMAH PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
BUKIT TIMAH PRIMARY SCHOOL,,PHYSICAL SPORTS,JUDO,
BUKIT TIMAH PRIMARY SCHOOL,,UNIFORMED GROUPS,SCOUTS,
BUKIT TIMAH PRIMARY SCHOOL,,UNIFORMED GROUPS,VOLLEYBALL,
BUKIT VIEW PRIMARY SCHOOL,,PHYSICAL SPORTS,SOFTBALL,
BUKIT VIEW PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
BUKIT VIEW PRIMARY SCHOOL,,PHYSICAL SPORTS,BASKETBALL,
BUKIT VIEW PRIMARY SCHOOL,,CLUBS AND SOCIETIES,BAND - CONCERT,
BUKIT VIEW PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
BUKIT VIEW SECONDARY SCHOOL,,UNIFORMED GROUPS,TEN-PIN BOWLING,
BUKIT VIEW SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,
BUKIT VIEW SECONDARY SCHOOL,,PHYSICAL SPORTS,FENCING,
BUKIT VIEW SECONDARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
BUKIT VIEW SECONDARY SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
BUKIT VIEW SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MODERN,
CANBERRA PRIMARY SCHOOL,,PHYSICAL SPORTS,FENCING,
CANBERRA PRIMARY SCHOOL,,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,
CANBERRA PRIMARY SCHOOL,,PHYSICAL SPORTS,MEDIA RESOURCE AND IT CLUB,
CANBERRA PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - OPERA/OPERATTA,
CANBERRA PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,
CANBERRA PRIMARY SCHOOL,,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,
CANBERRA PRIMARY SCHOOL,,PHYSICAL SPORTS,WUSHU,
CANBERRA SECONDARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
CANBERRA SECONDARY SCHOOL,,UNIFORMED GROUPS,GIRLS' BRIGADE,
CANBERRA SECONDARY SCHOOL,,CLUBS AND SOCIETIES,STRATEGY CLUB,
CANBERRA SECONDARY SCHOOL,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
CANBERRA SECONDARY SCHOOL,,UNIFORMED GROUPS,BOYS' BRIGADE,
CANBERRA SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,
CANOSSA CATHOLIC PRIMARY SCHOOL,,UNIFORMED GROUPS,NCC (LAND),
CANOSSA CATHOLIC PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
CANOSSA CATHOLIC PRIMARY SCHOOL,,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,
CANOSSA CATHOLIC PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
CANOSSA CATHOLIC PRIMARY SCHOOL,,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,
CANOSSA CATHOLIC PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOM/ROBOTICS CLUB
CASUARINA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,Basketball Club
CASUARINA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,FLOORBALL(GIRLS)
CASUARINA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,CONTACT RUGBY
CASUARINA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
CASUARINA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL BOYS
CASUARINA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CASUARINA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,Brownies (CSP 1st Pack)
CASUARINA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CASUARINA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
CASUARINA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
CASUARINA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
CASUARINA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
CASUARINA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,na
CASUARINA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,TRACK & FIELD (WITH CROSS COUNTRY)
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,TRACK & FIELD (WITH CROSS COUNTRY)
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,WUSHU
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
CATHOLIC HIGH SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
CATHOLIC HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
CATHOLIC HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,NPCC
CATHOLIC HIGH SCHOOL,PRIMARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,St John Brigade
CATHOLIC HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,St John Brigade
CATHOLIC HIGH SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,Scouts
CATHOLIC HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,Scouts
CATHOLIC HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC(AIR),NCC(AIR)
CATHOLIC HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),NCC(LAND)
CATHOLIC HIGH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,Orchestra - Chinese
CATHOLIC HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,Orchestra - Chinese
CATHOLIC HIGH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,Edward Becheras Choir
CATHOLIC HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,Edward Becheras Choir
CATHOLIC HIGH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,Symphony Band
CATHOLIC HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,Symphony Band
CATHOLIC HIGH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,Dance - Modern
CATHOLIC HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,Dance - Modern
CATHOLIC HIGH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,Drama - Chinese
CATHOLIC HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,Drama - Chinese
CATHOLIC HIGH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,Drama - English
CATHOLIC HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,Drama - English
CATHOLIC HIGH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,ION (INFOCOMM & ROBOTICS)
CATHOLIC HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,IT CLUB,ION (INFOCOMM & ROBOTICS)
CATHOLIC JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,BAND - BRASS,
CATHOLIC JUNIOR COLLEGE,,CLUBS AND SOCIETIES,ARTS SOCIETY,
CATHOLIC JUNIOR COLLEGE,,PHYSICAL SPORTS,BADMINTON,
CATHOLIC JUNIOR COLLEGE,,CLUBS AND SOCIETIES,DRAMA - ENGLISH,
CATHOLIC JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
CEDAR GIRLS' SECONDARY SCHOOL,,UNIFORMED GROUPS,BOYS' BRIGADE,
CEDAR GIRLS' SECONDARY SCHOOL,,UNIFORMED GROUPS,GIRL GUIDES,
CEDAR GIRLS' SECONDARY SCHOOL,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
CEDAR GIRLS' SECONDARY SCHOOL,,PHYSICAL SPORTS,KARATE,
CEDAR PRIMARY SCHOOL,,UNIFORMED GROUPS,NPCC,
CEDAR PRIMARY SCHOOL,,CLUBS AND SOCIETIES,INTERACT CLUB,
CEDAR PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
CEDAR PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,BROWNIES,
CHANGKAT CHANGI SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,
CHANGKAT CHANGI SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
CHANGKAT CHANGI SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,
CHANGKAT CHANGI SECONDARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
CHANGKAT CHANGI SECONDARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
CHANGKAT CHANGI SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
CHANGKAT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHANGKAT PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE
CHANGKAT PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,NETBALL,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,SAILING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,GYMNASTICS
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,MODULAR SPORTS,SPORTS CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,HANDBELL ENSEMBLE
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,INFOCOMM CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA SOCIETY,DRAMA CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,CULTURE CLUB,CULTURAL CLUB
